reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
94a02454-2f42-4513-9270-74e1a7f6b53c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,paxel Thebest banget 🫶,5,0,2.23.0,2025-04-09 22:30:50,"Terima kasih ya Kak Rihana, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-11 08:09:28,2.23.0
ab69e1b8-1a24-4a24-b323-84e8e3c6cfa6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kecewa ama pengirimannya, udah pilih mahal2 yg sehari sampai, paket beda 1 cm di masukin medium, di iyain tapi masih ngga nyampe2 paketnya, mana alesannya salah ngasih resi alamat ke paketnya, padahal salah paxelnya tapi yg rugi pihak pengirimnya, ngga ada tanggung jawab buat cepet di tangani biar ke kirim hari itu juga, cs di hubungi juga bales awal2 doang, setelah dapet komplainan trus ilang, auto uninstall nih apk KECEWA",1,0,2.22.5,2025-04-09 16:08:53,"Terima kasih Kak Abdul, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-11 08:13:33,2.22.5
36e74d93-94c6-4a1a-8885-bc4fa785d23d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menarik banget penyimpanannyaa untuk pelari dan olahragawan,5,0,2.22.5,2025-04-09 10:50:20,"Terima kasih Kak Fahmi, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-11 08:09:45,2.22.5
94e612c1-3c27-4ab9-bcfb-af022e4b4273,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ukuran lbh 2 cm aja harus bayar yg large,4,0,2.22.5,2025-04-09 03:13:24,"Terima kasih Kak Sagara, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-11 08:14:40,2.22.5
ab473b24-b03f-4ec5-9f1f-07b3a261e255,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,paxel poin prambanan masa iya jarak 5 menit katanya ngak bisa antar barang musti diambil sendiri.. begini kalo kerjasama bukan kantor sendiri.. percumah bayar mahal2 kalo musti diambil sendiri... 👎👎👎👎👎,1,0,2.22.5,2025-04-09 01:55:57,"Terima kasih ya Kak telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-11 08:14:50,2.22.5
741b68a2-1e05-44e4-a5fc-436a03d510e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.22.5,2025-04-08 12:59:05,"Terima kasih Kak Kirana, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-11 09:16:58,2.22.5
f45e0969-65a4-43c3-b7fa-5e592ad47780,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kocak, di aplikasi katanya bisa kirim antar pulau. Gimana bisa antar pulau orang antar kota aja katanya titik jemput/kirim di luar jangkauan. Sangat di sayangkan padahal sudah berharap, giliran udah download aplikasi malah gak bisa",2,0,,2025-04-08 12:14:03,"Terima kasih ya Kak Wiwin telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-11 09:15:48,
b83b4e83-7b4c-4452-8990-d2195f7b52fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa jangkauan jaraknya diubah setelah lebaran, biasanya tanggerang sumedang bisa pakai paxel sekarang tidak bisa jadi terpaksa pakai kurir mahal dan lemot ditokopedia. 10 transaksi lama banget. segera tindak lanjuti",5,0,2.22.5,2025-04-08 08:37:21,"Terima kasih kak Tiara telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-11 09:16:23,2.22.5
73402d7e-bc02-4b07-baba-35323e2e79d8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,respons cepat,5,0,2.22.5,2025-04-08 00:20:14,"Terima kasih Kak Muslim, atas rating yang kakak berikan. Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-08 07:31:10,2.22.5
4e49f7c7-7f20-4818-ad24-66333be0ec21,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Puas banget pake Paxel. Pesen paket Nextday ternyata sampainya Sameday, paketku aman, kurir amanah, asuransi up to 50 juta. Paxel semoga kamu selalu sukses ya, tambah banyak cabangnya di seluruh Indonesia, biar aku langganan terus 🫶",5,0,2.22.5,2025-04-07 13:30:43,"Terima kasih ya Kak Fasya atas rating yang kakak berikan. Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-08 07:31:37,2.22.5
0b8c8a3d-bd68-4e5e-8352-101177c1cf4f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mudah cepat praktis yaa,5,0,2.22.5,2025-04-06 04:56:38,"Terima kasih Kak Nina, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:07:24,2.22.5
625dfe1e-bf16-48a1-a720-a57234ebba57,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sy pakai no dahulu yg sdh ga aktif tp email masih sama.nah pas mw login cm ada pilihan no aja ga ada email.skrng pakai no baru dftr baru,mw masukin email ktnya sdh terdaftr . Mohon dbantu agar no baru bs tertaut dgn email lama",4,0,2.22.5,2025-04-05 12:25:08,"Terima kasih ya Kak Lisa, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:07:57,2.22.5
8eeaaa9d-a3a1-456e-a7ba-704d582712b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bisa2 nya kurir salah baca alamat tujuan, yg harus nya cluster taman cilandak bekasi, malah dikirim ke cilandak jaksel, slow respon jg",1,1,2.22.5,2025-04-04 10:51:22,"Terima kasih Kak Dhandy, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:08:21,2.22.5
62c76a7d-eaa0-4101-a9f3-b311b880a6e5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lebar kurang 2cm dr desc tinggi lebih dr 1cm dr desc harga langsung berubah dari medium ke Large,1,0,2.22.5,2025-04-03 03:51:25,"Terima kasih Kak Ayu, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:08:36,2.22.5
5721fbe3-6656-4e41-a4c7-c92541833a37,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke,5,0,2.22.5,2025-04-02 00:31:46,"Terima kasih Kak Reyhan atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:09:30,2.22.5
a8c15ca9-6634-4273-ae72-5111a48eb252,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lama pickupnya,3,0,,2025-04-01 23:17:39,"Terima kasih Kak Opik, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:08:53,
c5d77333-506e-4d1f-ac8a-268a2493b336,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cukup memuaskan CS nya juga informatif,4,0,2.22.5,2025-04-01 13:18:04,"Terima kasih Kak Raviv, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:09:16,2.22.5
1fd4ec89-e9b0-4adf-9217-12d7d04b2550,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini sangat bagus dan super cepat, ambi hari ini barang nya besok sudah sampai. Harga nya super murah dan paket bisa di ambil.",5,6,2.22.5,2025-03-31 14:38:07,"Terima kasih Kak Allan, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:11:03,2.22.5
a6c9c3d1-2cf3-49c6-8b5b-61816041b6ea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sekarang sudah seperti dulu lagi. Bagus sehari sampai. 👍👍👍,5,0,2.22.5,2025-03-29 05:18:51,"Terima kasih Kak Handarto, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:11:30,2.22.5
99f500e9-2c72-4293-bf02-fffdf1a5c53b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sukaaa sama pelayanannyaaa,5,0,2.22.5,2025-03-28 20:50:31,"Terima kasih ya Kak, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:11:45,2.22.5
29310fc7-d95a-4417-858e-0674f9987a96,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok sangat murah,4,0,2.22.5,2025-03-28 18:11:30,"Terima kasih ya Kak Wini, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:11:57,2.22.5
e7aee7f2-cfff-404c-b7fa-241d028707eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Luar biasa Tepat waktu, Murah Cepat. baru Coba sekali tidak dikecewakan. Pertahankan",5,1,2.22.5,2025-03-28 07:01:19,"Terima kasih Kak Sendi, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:12:49,2.22.5
66bcfb0c-2ff6-4f67-ac5f-015e06226823,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi paling terburuk..sudah pengiriman nya lama eh main pending seenaknya.padahal pesanan ku makanan..di bayar chas jam 12 siang,paket diambil jam 2 siang taunya gak langsung dikirim.baru besok nya itupun sampai jam 10 pagi.paket saya makanan.ya pasti basi lah..perusahan gak kompeten.gak akan lagi deh pake nih perusahaan sakit kayak gini",1,0,,2025-03-27 15:35:29,"Terima kasih Kak Loly, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:14:43,
41dc4aa8-1505-4cc0-94b5-46a112ad3958,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kecewa kue diterima hancur,3,0,2.22.5,2025-03-27 03:32:30,"Terima kasih Kak Yuli, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:14:58,2.22.5
932bb788-71cb-4ed5-8754-57d5809195b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke sekali,5,0,2.22.5,2025-03-26 22:49:47,"Terima kasih Kak Sandra, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:16:22,2.22.5
b4627ea7-7a36-48a4-81c2-680e7feb7ac8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ITS good,5,0,2.22.1,2025-03-26 22:20:16,"Terima kasih Kak Ummu, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:16:36,2.22.1
8fb1ca9b-5c43-4795-b2f7-45843b9d7791,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya kecewa kirim kue HANCUR!! KIRIM PAKET KUE 2 BOX HANCUR SEMUANYA! SUNGGUH MENGECEWAKAN 👎🏻,1,0,2.22.5,2025-03-26 14:39:10,"Terima kasih Kak Vikramkarl, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:15:51,2.22.5
448e191b-08dd-41ee-a5dd-657894af7fc8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.22.5,2025-03-26 14:22:11,"Terima kasih ya Kak, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:16:49,2.22.5
f51da182-5ee4-43e1-8c28-f04ac56fadd1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Payah, sameday delay 1x24 jam, gak ada action sama sekali",1,0,2.22.5,2025-03-26 13:52:40,"Terima kasih Kak Taufik, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:15:27,2.22.5
2d4e2fd7-aa75-4934-9297-1ab848891916,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.22.5,2025-03-26 08:59:22,"Terima kasih Kak Muhammad, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:17:19,2.22.5
1444db46-ae36-400c-a52a-efa51d5cc2c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tepat waktu dan amanah. terima kasih banyak,5,0,2.22.5,2025-03-26 07:04:43,"Terima kasih Kak Rachmi, atas rating yang kakak berikan! Kami sangat menghargai apresiasi Kakak dan akan terus berupaya memberikan pelayanan yang lebih baik. Jika ada kendala atau hal lain yang ingin disampaikan, silakan hubungi DM Instagram Paxel atau percakapan HERA di aplikasi/website Paxel.",2025-04-07 09:17:32,2.22.5
8ca1ebca-d462-4b52-8880-007dc052851a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"4 kali ga di pick up, cancel sepihak tanpa ada informasi atau komunikasi. Aplikasi ga rekomen",1,1,2.22.5,2025-03-26 03:17:43,"Terima kasih Kak Santi, telah meluangkan waktu untuk menceritakan kendala yang dialami. Kami belum menemukan kecocokan username Kakak di database kami. Untuk membantu lebih lanjut, Kakak bisa menghubungi kami melalui DM Instagram Paxel atau website paxel.co/aplikasi Paxel.",2025-04-07 09:18:52,2.22.5
